00:02:18,,Windows NT ,Netscape 6.0,p144092-ipngn2601kokuryo.gunma.ocn.ne.jp [ 153.137.206.92 ],,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,,,
10:22:33,,Windows NT ,Netscape 6.0,202.171.139.14.static.zoot.jp [ 202.171.139.14 ],,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko,,,
10:22:33,,Windows NT ,Netscape 6.0,202.171.139.14.static.zoot.jp [ 202.171.139.14 ],,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko,,,
10:22:33,,Windows NT ,Netscape 6.0,202.171.139.14.static.zoot.jp [ 202.171.139.14 ],,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko,,,
10:22:33,,Windows NT ,Netscape 6.0,202.171.139.14.static.zoot.jp [ 202.171.139.14 ],,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko,,,
10:22:34,,Windows NT ,Netscape 6.0,202.171.139.14.static.zoot.jp [ 202.171.139.14 ],,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko,,,
10:22:34,,Windows NT ,Netscape 6.0,202.171.139.14.static.zoot.jp [ 202.171.139.14 ],,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko,,,
10:22:34,,Windows NT ,Netscape 6.0,202.171.139.14.static.zoot.jp [ 202.171.139.14 ],,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko,,,
10:22:34,,Windows NT ,Netscape 6.0,202.171.139.14.static.zoot.jp [ 202.171.139.14 ],,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko,,,
10:22:35,,Windows NT ,Netscape 6.0,202.171.139.14.static.zoot.jp [ 202.171.139.14 ],,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko,,,
10:22:35,,Windows NT ,Netscape 6.0,202.171.139.14.static.zoot.jp [ 202.171.139.14 ],,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko,,,
10:22:35,,Windows NT ,Netscape 6.0,202.171.139.14.static.zoot.jp [ 202.171.139.14 ],,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko,,,
10:22:36,,Windows NT ,Netscape 6.0,202.171.139.14.static.zoot.jp [ 202.171.139.14 ],,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko,,,
10:22:36,,Windows NT ,Netscape 6.0,202.171.139.14.static.zoot.jp [ 202.171.139.14 ],,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko,,,
10:22:36,,Windows NT ,Netscape 6.0,202.171.139.14.static.zoot.jp [ 202.171.139.14 ],,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko,,,
10:22:36,,Windows NT ,Netscape 6.0,202.171.139.14.static.zoot.jp [ 202.171.139.14 ],,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko,,,
10:22:37,,Windows NT ,Netscape 6.0,202.171.139.14.static.zoot.jp [ 202.171.139.14 ],,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko,,,
10:22:37,,Windows NT ,Netscape 6.0,202.171.139.14.static.zoot.jp [ 202.171.139.14 ],,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko,,,
10:22:37,,Windows NT ,Netscape 6.0,202.171.139.14.static.zoot.jp [ 202.171.139.14 ],,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko,,,
10:22:38,,Windows NT ,Netscape 6.0,202.171.139.14.static.zoot.jp [ 202.171.139.14 ],,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko,,,
10:22:38,,Windows NT ,Netscape 6.0,202.171.139.14.static.zoot.jp [ 202.171.139.14 ],,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko,,,
10:22:38,,Windows NT ,Netscape 6.0,202.171.139.14.static.zoot.jp [ 202.171.139.14 ],,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko,,,
10:22:39,,Windows NT ,Netscape 6.0,202.171.139.14.static.zoot.jp [ 202.171.139.14 ],,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko,,,
10:23:39,,Windows NT ,Netscape 6.0,202.171.139.14.static.zoot.jp [ 202.171.139.14 ],,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko,,,
10:23:39,,Windows NT ,Netscape 6.0,202.171.139.14.static.zoot.jp [ 202.171.139.14 ],,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko,,,
10:23:39,,Windows NT ,Netscape 6.0,202.171.139.14.static.zoot.jp [ 202.171.139.14 ],,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko,,,
10:23:40,,Windows NT ,Netscape 6.0,202.171.139.14.static.zoot.jp [ 202.171.139.14 ],,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko,,,
10:23:40,,Windows NT ,Netscape 6.0,202.171.139.14.static.zoot.jp [ 202.171.139.14 ],,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko,,,
10:23:40,,Windows NT ,Netscape 6.0,202.171.139.14.static.zoot.jp [ 202.171.139.14 ],,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko,,,
10:23:40,,Windows NT ,Netscape 6.0,202.171.139.14.static.zoot.jp [ 202.171.139.14 ],,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko,,,
10:23:41,,Windows NT ,Netscape 6.0,202.171.139.14.static.zoot.jp [ 202.171.139.14 ],,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko,,,
10:23:41,,Windows NT ,Netscape 6.0,202.171.139.14.static.zoot.jp [ 202.171.139.14 ],,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko,,,
10:23:41,,Windows NT ,Netscape 6.0,202.171.139.14.static.zoot.jp [ 202.171.139.14 ],,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko,,,
10:23:42,,Windows NT ,Netscape 6.0,202.171.139.14.static.zoot.jp [ 202.171.139.14 ],,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko,,,
10:23:42,,Windows NT ,Netscape 6.0,202.171.139.14.static.zoot.jp [ 202.171.139.14 ],,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko,,,
10:23:42,,Windows NT ,Netscape 6.0,202.171.139.14.static.zoot.jp [ 202.171.139.14 ],,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko,,,
10:23:43,,Windows NT ,Netscape 6.0,202.171.139.14.static.zoot.jp [ 202.171.139.14 ],,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko,,,
10:23:43,,Windows NT ,Netscape 6.0,202.171.139.14.static.zoot.jp [ 202.171.139.14 ],,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko,,,
10:23:43,,Windows NT ,Netscape 6.0,202.171.139.14.static.zoot.jp [ 202.171.139.14 ],,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko,,,
10:23:44,,Windows NT ,Netscape 6.0,202.171.139.14.static.zoot.jp [ 202.171.139.14 ],,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko,,,
10:23:44,,Windows NT ,Netscape 6.0,202.171.139.14.static.zoot.jp [ 202.171.139.14 ],,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko,,,
10:23:44,,Windows NT ,Netscape 6.0,202.171.139.14.static.zoot.jp [ 202.171.139.14 ],,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko,,,
10:23:45,,Windows NT ,Netscape 6.0,202.171.139.14.static.zoot.jp [ 202.171.139.14 ],,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko,,,
10:23:45,,Windows NT ,Netscape 6.0,202.171.139.14.static.zoot.jp [ 202.171.139.14 ],,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko,,,
10:23:46,,Windows NT ,Netscape 6.0,202.171.139.14.static.zoot.jp [ 202.171.139.14 ],,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko,,,
