00:00:33,,Windows NT ,Netscape 6.0,202-229-50-207.ap-p27.canvas.ne.jp [ 202.229.50.207 ],,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko,,,
20:17:32,,Windows NT ,Netscape 6.0,p3060-ipbf403kokuryo.gunma.ocn.ne.jp [ 118.1.242.60 ],,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTMLÅC like Gecko) Chrome/51.0.2704.79 Safari/537.36 Edge/14.14393,,,
20:17:37,,Windows NT ,Netscape 6.0,ZM000018.ppp.dion.ne.jp [ 222.8.0.18 ],,Mozilla/5.0 (Windows NT 6.3; WOW64; Trident/7.0; MALNJS; rv:11.0) like Gecko,,,
20:18:39,https://www.google.co.jp/,Mozilla/5.0 (iPhone; CPU iPhone OS 10_2_1 like Mac OS X) AppleWebKit/602.1.50 (KHTMLÅC like Gecko) CriOS/56.0.2924.79 Mobile/14D27 Safari/602.1 (etc),Netscape 6.0,sp49-98-10-88.msb.spmode.ne.jp [ 49.98.10.88 ],,Mozilla/5.0 (iPhone; CPU iPhone OS 10_2_1 like Mac OS X) AppleWebKit/602.1.50 (KHTMLÅC like Gecko) CriOS/56.0.2924.79 Mobile/14D27 Safari/602.1,,,
20:19:05,http://www.google.co.jp/,Linux,Netscape 6.0,KD182251247036.au-net.ne.jp [ 182.251.247.36 ],,Mozilla/5.0 (Linux; U; Android 4.2.2; ja-jp; KYY21 Build/211.0.1910) AppleWebKit/534.30 (KHTMLÅC like Gecko) Version/4.0 Mobile Safari/534.30,,,
20:20:02,http://search.yahoo.co.jp/,Windows NT ,Netscape 6.0,061123200169.cidr.odn.ne.jp [ 61.123.200.169 ],,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,,,
20:22:34,,Macintosh,Netscape 6.0,KD106181221019.au-net.ne.jp [ 106.181.221.19 ],,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.7; rv:48.0) Gecko/20100101 Firefox/48.0,,,
20:22:40,,Macintosh,Netscape 6.0,KD106181221019.au-net.ne.jp [ 106.181.221.19 ],,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.7; rv:48.0) Gecko/20100101 Firefox/48.0,,,
20:22:43,,Macintosh,Netscape 6.0,KD106181221019.au-net.ne.jp [ 106.181.221.19 ],,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.7; rv:48.0) Gecko/20100101 Firefox/48.0,,,
20:22:48,,Mozilla/5.0 (iPhone; CPU iPhone OS 10_2_1 like Mac OS X) AppleWebKit/602.4.6 (KHTMLÅC like Gecko) Version/10.0 Mobile/14D27 Safari/602.1 (etc),Netscape 6.0,59-128-73-185.users.sctv.jp [ 59.128.73.185 ],,Mozilla/5.0 (iPhone; CPU iPhone OS 10_2_1 like Mac OS X) AppleWebKit/602.4.6 (KHTMLÅC like Gecko) Version/10.0 Mobile/14D27 Safari/602.1,,,
20:23:17,,Mozilla/5.0 (iPhone; CPU iPhone OS 8_1 like Mac OS X) AppleWebKit/600.1.4 (KHTMLÅC like Gecko) Version/8.0 Mobile/12B411 Safari/600.1.4 (etc),Netscape 6.0,sp1-75-5-254.msc.spmode.ne.jp [ 1.75.5.254 ],,Mozilla/5.0 (iPhone; CPU iPhone OS 8_1 like Mac OS X) AppleWebKit/600.1.4 (KHTMLÅC like Gecko) Version/8.0 Mobile/12B411 Safari/600.1.4,,,
20:25:08,,Linux,Mozilla 5.0,om126186211175.7.openmobile.ne.jp [ 126.186.211.175 ],,Mozilla/5.0 (Linux; Android 5.0.2; 404SH Build/S0020) AppleWebKit/537.36 (KHTMLÅC like Gecko) Chrome/50.0.2661.89 Mobile Safari/537.36,,,
20:27:28,http://search.yahoo.co.jp/,Windows NT ,Netscape 6.0,p2195-ipbf707kokuryo.gunma.ocn.ne.jp [ 118.7.137.195 ],,Mozilla/5.0 (Windows NT 10.0; Trident/7.0; rv:11.0) like Gecko,,,
20:31:35,http://www.ozzys.jp/report/,Windows NT ,Netscape 6.0,p2195-ipbf707kokuryo.gunma.ocn.ne.jp [ 118.7.137.195 ],,Mozilla/5.0 (Windows NT 10.0; Trident/7.0; rv:11.0) like Gecko,,,
20:32:13,http://www.etanba.co.jp/link.html,Mozilla/5.0 (iPhone; CPU iPhone OS 10_2_1 like Mac OS X) AppleWebKit/602.4.6 (KHTMLÅC like Gecko) Version/10.0 Mobile/14D27 Safari/602.1 (etc),Netscape 6.0,p577172-ipngn702hiraide.tochigi.ocn.ne.jp [ 180.58.162.172 ],,Mozilla/5.0 (iPhone; CPU iPhone OS 10_2_1 like Mac OS X) AppleWebKit/602.4.6 (KHTMLÅC like Gecko) Version/10.0 Mobile/14D27 Safari/602.1,,,
20:36:17,,Windows NT ,Netscape 6.0,p3a57c05c.gunmnt01.ap.so-net.ne.jp [ 58.87.192.92 ],,Mozilla/5.0 (Windows NT 10.0; Trident/7.0; MALC; rv:11.0) like Gecko,,,
20:41:57,,Hatena Antenna/0.5 (http://a.hatena.ne.jp/help) (etc),Hatena Antenna/0.5 (http://a.hatena.ne.jp/help) (etc),gw08.hatena.ne.jp [ 59.106.108.116 ],,Hatena Antenna/0.5 (http://a.hatena.ne.jp/help),,,
20:43:34,,Etc (robo),Google (robo),crawl-66-249-79-115.googlebot.com [ 66.249.79.115 ],,Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTMLÅC like Gecko) Chrome/41.0.2272.96 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html),,,
20:48:32,,Macintosh,Netscape 6.0,104.130.136.21 [ 104.130.136.21 ],,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_5) AppleWebKit/537.36 (KHTMLÅC like Gecko) Chrome/51.0.2704.103 Safari/537.36,,,
20:49:14,,Mozilla/5.0 (iPhone; CPU iPhone OS 10_2_1 like Mac OS X) AppleWebKit/602.4.6 (KHTMLÅC like Gecko) Version/10.0 Mobile/14D27 Safari/602.1 (etc),Netscape 6.0,softbank126072218016.bbtec.net [ 126.72.218.16 ],,Mozilla/5.0 (iPhone; CPU iPhone OS 10_2_1 like Mac OS X) AppleWebKit/602.4.6 (KHTMLÅC like Gecko) Version/10.0 Mobile/14D27 Safari/602.1,,,
20:58:12,,Windows NT ,Netscape 6.0,ntgnma058152.gnma.nt.ngn.ppp.infoweb.ne.jp [ 124.27.217.152 ],,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTMLÅC like Gecko) Chrome/51.0.2704.79 Safari/537.36 Edge/14.14393,,,
21:00:35,,Windows NT ,Netscape 6.0,i121-115-101-138.s05.a010.ap.plala.or.jp [ 121.115.101.138 ],,Mozilla/5.0 (Windows NT 6.1; Trident/7.0; rv:11.0) like Gecko,,,
21:01:05,http://www.ozzys.jp/goods.php/n84026/,Linux,Mozilla 5.0,ntgnma125198.gnma.nt.ftth.ppp.infoweb.ne.jp [ 121.92.222.198 ],,Mozilla/5.0 (Linux; Android 5.0.2; SO-01G Build/23.1.B.1.317) AppleWebKit/537.36 (KHTMLÅC like Gecko) Version/4.0 Chrome/40.0.2214.89 Mobile Safari/537.36,,,
21:04:11,,Macintosh,Netscape 6.0,FL1-119-241-159-52.tcg.mesh.ad.jp [ 119.241.159.52 ],,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_3) AppleWebKit/602.4.8 (KHTMLÅC like Gecko),,,
21:04:11,,Mozilla/5.0 (iPhone; CPU iPhone OS 10_0 like Mac OS X) AppleWebKit/602.1.38 (KHTMLÅC like Gecko) Version/10.0 Mobile/14A300 Safari/602.1 (etc),Netscape 6.0,FL1-119-241-159-52.tcg.mesh.ad.jp [ 119.241.159.52 ],,Mozilla/5.0 (iPhone; CPU iPhone OS 10_0 like Mac OS X) AppleWebKit/602.1.38 (KHTMLÅC like Gecko) Version/10.0 Mobile/14A300 Safari/602.1,,,
21:08:37,,Linux,Mozilla 5.0,sp49-98-140-100.msd.spmode.ne.jp [ 49.98.140.100 ],,Mozilla/5.0 (Linux; Android 6.0; SO-03H Build/32.1.F.1.67) AppleWebKit/537.36 (KHTMLÅC like Gecko) Chrome/55.0.2883.91 Mobile Safari/537.36,,,
21:09:38,,Mozilla/5.0 (iPhone; CPU iPhone OS 10_2_1 like Mac OS X) AppleWebKit/602.4.6 (KHTMLÅC like Gecko) Version/10.0 Mobile/14D27 Safari/602.1 (etc),Netscape 6.0,pw126254203095.8.panda-world.ne.jp [ 126.254.203.95 ],,Mozilla/5.0 (iPhone; CPU iPhone OS 10_2_1 like Mac OS X) AppleWebKit/602.4.6 (KHTMLÅC like Gecko) Version/10.0 Mobile/14D27 Safari/602.1,,,
21:09:43,,Windows NT ,Netscape 6.0,i121-115-101-138.s05.a010.ap.plala.or.jp [ 121.115.101.138 ],,Mozilla/5.0 (Windows NT 6.3; WOW64; Trident/7.0; rv:11.0) like Gecko,,,
21:10:06,,Macintosh,Netscape 6.0,ad061197.dynamic.ppp.asahi-net.or.jp [ 180.235.61.197 ],,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_5) AppleWebKit/600.8.9 (KHTMLÅC like Gecko) Version/6.2.8 Safari/537.85.17,,,
21:15:15,,Mozilla/5.0 (iPhone; CPU iPhone OS 10_2_1 like Mac OS X) AppleWebKit/602.4.6 (KHTMLÅC like Gecko) Version/10.0 Mobile/14D27 Safari/602.1 (etc),Netscape 6.0,p6184-ipngn1501hiraide.tochigi.ocn.ne.jp [ 122.29.201.184 ],,Mozilla/5.0 (iPhone; CPU iPhone OS 10_2_1 like Mac OS X) AppleWebKit/602.4.6 (KHTMLÅC like Gecko) Version/10.0 Mobile/14D27 Safari/602.1,,,
21:18:00,http://search.smt.docomo.ne.jp/result?MT=„Ç™„Ç∏„Éº„Ç∫&SID=c04&IND=000&TPLID=&UNIT=&URANK=&SPAGE=&PAGE=1,Linux,Mozilla 5.0,sp49-98-156-241.msd.spmode.ne.jp [ 49.98.156.241 ],,Mozilla/5.0 (Linux; Android 6.0.1; SC-04F Build/MMB29M) AppleWebKit/537.36 (KHTMLÅC like Gecko) SamsungBrowser/4.0 Chrome/44.0.2403.133 Mobile Safari/537.36,,,
21:20:45,https://search.yahoo.co.jp/,Mozilla/5.0 (iPhone; CPU iPhone OS 10_1_1 like Mac OS X) AppleWebKit/602.2.14 (KHTMLÅC like Gecko) Version/10.0 Mobile/14B100 Safari/602.1 (etc),Netscape 6.0,pw126199010183.18.panda-world.ne.jp [ 126.199.10.183 ],,Mozilla/5.0 (iPhone; CPU iPhone OS 10_1_1 like Mac OS X) AppleWebKit/602.2.14 (KHTMLÅC like Gecko) Version/10.0 Mobile/14B100 Safari/602.1,,,
21:21:32,android-app://com.google.android.googlequicksearchbox,Linux,Mozilla 5.0,KD106163160205.ppp-bb.dion.ne.jp [ 106.163.160.205 ],,Mozilla/5.0 (Linux; Android 6.0.1; SOV33 Build/35.0.D.0.326) AppleWebKit/537.36 (KHTMLÅC like Gecko) Chrome/55.0.2883.91 Mobile Safari/537.36,,,
21:21:32,,Mozilla/5.0 (iPhone; CPU iPhone OS 10_0_2 like Mac OS X) AppleWebKit/600.1.4 (KHTMLÅC like Gecko) GSA/23.0.147401934 Mobile/14A456 Safari/600.1.4 (etc),Netscape 6.0,pw126205000023.3.panda-world.ne.jp [ 126.205.0.23 ],,Mozilla/5.0 (iPhone; CPU iPhone OS 10_0_2 like Mac OS X) AppleWebKit/600.1.4 (KHTMLÅC like Gecko) GSA/23.0.147401934 Mobile/14A456 Safari/600.1.4,,,
21:22:12,https://search.yahoo.co.jp/,Mozilla/5.0 (iPhone; CPU iPhone OS 10_2 like Mac OS X) AppleWebKit/602.3.12 (KHTMLÅC like Gecko) Version/10.0 Mobile/14C92 Safari/602.1 (etc),Netscape 6.0,sp49-98-171-30.msd.spmode.ne.jp [ 49.98.171.30 ],,Mozilla/5.0 (iPhone; CPU iPhone OS 10_2 like Mac OS X) AppleWebKit/602.3.12 (KHTMLÅC like Gecko) Version/10.0 Mobile/14C92 Safari/602.1,,,
21:23:55,http://search.yahoo.co.jp/,Windows NT ,Netscape 6.0,p14058-ipngn1101hiraide.tochigi.ocn.ne.jp [ 153.214.45.58 ],,Mozilla/5.0 (Windows NT 6.3; Win64; x64; Trident/7.0; Touch; rv:11.0) like Gecko,,,
21:27:29,,Windows NT ,Netscape 6.0,softbank126209043008.bbtec.net [ 126.209.43.8 ],,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; MAFSJS; rv:11.0) like Gecko,,,
21:29:50,,Windows NT ,Netscape 6.0,p6e91dd.sitmnt01.ap.so-net.ne.jp [ 218.110.145.221 ],,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTMLÅC like Gecko) Chrome/46.0.2486.0 Safari/537.36 Edge/13.10586,,,
21:31:10,,Mozilla/5.0 (iPad; CPU OS 10_1_1 like Mac OS X) AppleWebKit/602.2.14 (KHTMLÅC like Gecko) Mobile/14B100 YJApp-IOS jp.co.yahoo.ipn.appli/4.6.16 (etc),Netscape 6.0,FLH1Aax035.gnm.mesh.ad.jp [ 125.194.150.35 ],,Mozilla/5.0 (iPad; CPU OS 10_1_1 like Mac OS X) AppleWebKit/602.2.14 (KHTMLÅC like Gecko) Mobile/14B100 YJApp-IOS jp.co.yahoo.ipn.appli/4.6.16,,,
21:31:52,,Windows NT ,Netscape 6.0,ntgnma041012.gnma.nt.ngn.ppp.infoweb.ne.jp [ 124.26.178.12 ],,Mozilla/5.0 (Windows NT 10.0; Trident/7.0; rv:11.0) like Gecko,,,
21:36:12,,Mozilla/5.0 (iPhone; CPU iPhone OS 9_0_2 like Mac OS X) AppleWebKit/601.1.46 (KHTMLÅC like Gecko) Version/9.0 Mobile/13A452 Safari/601.1 (etc),Netscape 6.0,KD182251248034.au-net.ne.jp [ 182.251.248.34 ],,Mozilla/5.0 (iPhone; CPU iPhone OS 9_0_2 like Mac OS X) AppleWebKit/601.1.46 (KHTMLÅC like Gecko) Version/9.0 Mobile/13A452 Safari/601.1,,,
21:43:50,http://search.yahoo.co.jp/,Mozilla/5.0 (iPhone; CPU iPhone OS 8_3 like Mac OS X) AppleWebKit/600.1.4 (KHTMLÅC like Gecko) Version/8.0 Mobile/12F70 Safari/600.1.4 (etc),Netscape 6.0,50.net182021040.t-com.ne.jp [ 182.21.40.50 ],,Mozilla/5.0 (iPhone; CPU iPhone OS 8_3 like Mac OS X) AppleWebKit/600.1.4 (KHTMLÅC like Gecko) Version/8.0 Mobile/12F70 Safari/600.1.4,,,
21:45:52,http://www.google.co.jp/,Linux,Mozilla 5.0,sp49-98-132-163.msd.spmode.ne.jp [ 49.98.132.163 ],,Mozilla/5.0 (Linux; Android 4.4.4; SH-01G Build/S7070) AppleWebKit/537.36 (KHTMLÅC like Gecko) Chrome/55.0.2883.91 Mobile Safari/537.36,,,
21:45:54,http://www.google.co.jp/,Linux,Mozilla 5.0,sp49-98-161-128.msd.spmode.ne.jp [ 49.98.161.128 ],,Mozilla/5.0 (Linux; Android 6.0.1; SO-01G Build/23.5.B.0.303) AppleWebKit/537.36 (KHTMLÅC like Gecko) Version/4.0 Chrome/46.0.2490.76 Mobile Safari/537.36,,,
21:46:19,,Linux,Netscape 6.0,p13246-ipngn2001kokuryo.gunma.ocn.ne.jp [ 118.0.36.246 ],,Mozilla/5.0 (Linux; U; Android 4.0.4; ja-jp; NEC-0812 Build/A3000900) AppleWebKit/534.30 (KHTMLÅC like Gecko) Version/4.0 Safari/534.30,,,
21:47:33,,Windows XP,Netscape 6.0,p97140-ipngn200801tokaisakaetozai.aichi.ocn.ne.jp [ 153.200.144.140 ],,Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTMLÅC like Gecko) Chrome/49.0.2623.112 Safari/537.36,,,
21:50:02,,Mozilla/5.0 (iPhone; CPU iPhone OS 9_1 like Mac OS X) AppleWebKit/601.1.46 (KHTMLÅC like Gecko) Version/9.0 Mobile/13B143 Safari/601.1 (etc),Netscape 6.0,KD182251247051.au-net.ne.jp [ 182.251.247.51 ],,Mozilla/5.0 (iPhone; CPU iPhone OS 9_1 like Mac OS X) AppleWebKit/601.1.46 (KHTMLÅC like Gecko) Version/9.0 Mobile/13B143 Safari/601.1,,,
21:51:05,,Mozilla/5.0 (iPhone; CPU iPhone OS 10_2_1 like Mac OS X) AppleWebKit/602.4.6 (KHTMLÅC like Gecko) Version/10.0 Mobile/14D27 Safari/602.1 (etc),Netscape 6.0,61-21-28-202.rev.home.ne.jp [ 61.21.28.202 ],,Mozilla/5.0 (iPhone; CPU iPhone OS 10_2_1 like Mac OS X) AppleWebKit/602.4.6 (KHTMLÅC like Gecko) Version/10.0 Mobile/14D27 Safari/602.1,,,
21:52:23,,Windows NT ,Netscape 6.0,224.165.50.121.ktv.ne.jp [ 121.50.165.224 ],,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko,,,
21:52:24,,Linux,Mozilla 5.0,KD036012094195.au-net.ne.jp [ 36.12.94.195 ],,Mozilla/5.0 (Linux; Android 7.0; SO-01J Build/39.2.B.0.208) AppleWebKit/537.36 (KHTMLÅC like Gecko) Chrome/56.0.2924.87 Mobile Safari/537.36,,,
21:52:31,,Windows NT ,Netscape 6.0,softbank126058220009.bbtec.net [ 126.58.220.9 ],,Mozilla/5.0 (Windows NT 6.3; WOW64; Trident/7.0; MASPJS; rv:11.0) like Gecko,,,
21:56:06,,Windows NT ,Netscape 6.0,p2064-ipbf1609souka.saitama.ocn.ne.jp [ 220.111.59.64 ],,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko,,,
21:56:45,,Macintosh,Netscape 6.0,ad061197.dynamic.ppp.asahi-net.or.jp [ 180.235.61.197 ],,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_5) AppleWebKit/600.8.9 (KHTMLÅC like Gecko) Version/6.2.8 Safari/537.85.17,,,
21:57:23,,Linux,Mozilla 5.0,p3173-ipbf303kokuryo.gunma.ocn.ne.jp [ 123.222.118.173 ],,Mozilla/5.0 (Linux; Android 6.0.1; SC-02G Build/MMB29M) AppleWebKit/537.36 (KHTMLÅC like Gecko) SamsungBrowser/4.0 Chrome/44.0.2403.133 Mobile Safari/537.36,,,
21:57:26,http://search.smt.docomo.ne.jp/result?MT=„Ç™„Ç∏„Éº„Ç∫&SID=000&IND=0a0&TPLID=&UNIT=&URANK=&SPAGE=&PAGE=1,Linux,Mozilla 5.0,114-134-220-110.fnnr.j-cnet.jp [ 114.134.220.110 ],,Mozilla/5.0 (Linux; Android 5.0.2; SO-03F Build/23.1.B.1.317) AppleWebKit/537.36 (KHTMLÅC like Gecko) Version/4.0 Chrome/40.0.2214.89 Mobile Safari/537.36,,,
21:58:22,,Windows NT ,Netscape 6.0,ntgnma079155.gnma.nt.ngn.ppp.infoweb.ne.jp [ 218.217.177.155 ],,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,,,
21:59:37,,Windows NT ,Netscape 6.0,KD106158084227.ppp-bb.dion.ne.jp [ 106.158.84.227 ],,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,,,
22:00:31,,Linux,Mozilla 5.0,KD182251241034.au-net.ne.jp [ 182.251.241.34 ],,Mozilla/5.0 (Linux; Android 6.0.1; SHV35 Build/SB250) AppleWebKit/537.36 (KHTMLÅC like Gecko) Chrome/54.0.2840.68 Mobile Safari/537.36,,,
22:02:12,,Linux,Mozilla 5.0,KD182250251002.au-net.ne.jp [ 182.250.251.2 ],,Mozilla/5.0 (Linux; Android 4.2.2; KYY21 Build/209.0.1700) AppleWebKit/537.36 (KHTMLÅC like Gecko) Chrome/55.0.2883.91 Mobile Safari/537.36,,,
22:03:52,,Windows NT ,Netscape 6.0,14-132-188-63.dz.commufa.jp [ 14.132.188.63 ],,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko,,,
22:04:59,,Linux,Netscape 6.0,sp49-104-40-73.msf.spmode.ne.jp [ 49.104.40.73 ],,Mozilla/5.0 (Linux; U; Android 2.3.4; ja-jp; F-12C Build/F0001) AppleWebKit/533.1 (KHTMLÅC like Gecko) Version/4.0 Mobile Safari/533.1,,,
22:07:52,,Linux,Mozilla 5.0,p450135-ipngn5701souka.saitama.ocn.ne.jp [ 153.218.8.135 ],,Mozilla/5.0 (Linux; Android 5.0.2; SO-04G Build/23.1.B.1.317) AppleWebKit/537.36 (KHTMLÅC like Gecko) Version/4.0 Chrome/40.0.2214.89 Mobile Safari/537.36,,,
22:09:24,android-app://com.google.android.googlequicksearchbox,Linux,Mozilla 5.0,ntgnma125198.gnma.nt.ftth.ppp.infoweb.ne.jp [ 121.92.222.198 ],,Mozilla/5.0 (Linux; Android 5.0.2; SO-01G Build/23.1.B.1.317) AppleWebKit/537.36 (KHTMLÅC like Gecko) Chrome/51.0.2704.81 Mobile Safari/537.36,,,
22:09:29,,Windows NT ,Netscape 6.0,softbank060065170092.bbtec.net [ 60.65.170.92 ],,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko,,,
22:09:34,,Windows NT ,Netscape 6.0,softbank060065170092.bbtec.net [ 60.65.170.92 ],,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko,,,
22:09:42,https://search.yahoo.co.jp/,Mozilla/5.0 (iPad; CPU OS 10_2 like Mac OS X) AppleWebKit/602.3.12 (KHTMLÅC like Gecko) Version/10.0 Mobile/14C92 Safari/602.1 (etc),Netscape 6.0,fp276f2c6f.stmb232.ap.nuro.jp [ 39.111.44.111 ],,Mozilla/5.0 (iPad; CPU OS 10_2 like Mac OS X) AppleWebKit/602.3.12 (KHTMLÅC like Gecko) Version/10.0 Mobile/14C92 Safari/602.1,,,
22:11:22,https://www.google.co.jp/,Linux,Mozilla 5.0,ntgnma125198.gnma.nt.ftth.ppp.infoweb.ne.jp [ 121.92.222.198 ],,Mozilla/5.0 (Linux; Android 5.0.2; SO-01G Build/23.1.B.1.317) AppleWebKit/537.36 (KHTMLÅC like Gecko) Version/4.0 Chrome/40.0.2214.89 Mobile Safari/537.36,,,
22:12:42,,Windows NT ,Netscape 6.0,p7903a4f9.szoknt01.ap.so-net.ne.jp [ 121.3.164.249 ],,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTMLÅC like Gecko) Chrome/51.0.2704.79 Safari/537.36 Edge/14.14393,,,
22:13:26,,Mozilla/5.0 (compatible; MJ12bot/v1.4.7; http://mj12bot.com/) (etc),Mozilla 5.0,199.58.86.211 [ 199.58.86.211 ],,Mozilla/5.0 (compatible; MJ12bot/v1.4.7; http://mj12bot.com/),,,
22:13:26,http://www.ozzys.jp/goods/100/s102/,Linux,Mozilla 5.0,ntgnma125198.gnma.nt.ftth.ppp.infoweb.ne.jp [ 121.92.222.198 ],,Mozilla/5.0 (Linux; Android 5.0.2; SO-01G Build/23.1.B.1.317) AppleWebKit/537.36 (KHTMLÅC like Gecko) Version/4.0 Chrome/40.0.2214.89 Mobile Safari/537.36,,,
22:14:35,http://www.ozzys.jp/goods/900/s903/,Windows NT ,Netscape 6.0,p7903a4f9.szoknt01.ap.so-net.ne.jp [ 121.3.164.249 ],,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTMLÅC like Gecko) Chrome/51.0.2704.79 Safari/537.36 Edge/14.14393,,,
22:15:45,,Mozilla/5.0 (iPhone; CPU iPhone OS 10_2_1 like Mac OS X) AppleWebKit/602.4.6 (KHTMLÅC like Gecko) Version/10.0 Mobile/14D27 Safari/602.1 (etc),Netscape 6.0,220-158-9-46.east.fdn.vectant.ne.jp [ 220.158.9.46 ],,Mozilla/5.0 (iPhone; CPU iPhone OS 10_2_1 like Mac OS X) AppleWebKit/602.4.6 (KHTMLÅC like Gecko) Version/10.0 Mobile/14D27 Safari/602.1,,,
22:16:06,http://www.ozzys.jp/goods/m0043/100/s105/n86608/,Linux,Netscape 6.0,KD182250248203.au-net.ne.jp [ 182.250.248.203 ],,Mozilla/5.0 (Linux; U; Android 4.2.2; ja-jp; SHL22 Build/S8202) AppleWebKit/534.30 (KHTMLÅC like Gecko) Version/4.0 Mobile Safari/534.30,,,
22:16:16,http://www.ozzys.jp/goods/m0043/100/s105/,Linux,Netscape 6.0,KD182250248203.au-net.ne.jp [ 182.250.248.203 ],,Mozilla/5.0 (Linux; U; Android 4.2.2; ja-jp; SHL22 Build/S8202) AppleWebKit/534.30 (KHTMLÅC like Gecko) Version/4.0 Mobile Safari/534.30,,,
22:16:48,,Linux,Mozilla 5.0,i218-224-150-113.s42.a011.ap.plala.or.jp [ 218.224.150.113 ],,Mozilla/5.0 (Linux; Android 4.4.4; F-03G Build/V13R29B) AppleWebKit/537.36 (KHTMLÅC like Gecko) Version/4.0 Chrome/33.0.0.0 Safari/537.36,,,
22:17:44,android-app://com.google.android.googlequicksearchbox,Linux,Mozilla 5.0,KD182251246036.au-net.ne.jp [ 182.251.246.36 ],,Mozilla/5.0 (Linux; Android 6.0; SOV31 Build/32.1.C.0.333) AppleWebKit/537.36 (KHTMLÅC like Gecko) Chrome/51.0.2704.81 Mobile Safari/537.36,,,
22:19:02,http://www.google.co.jp/,Linux,Mozilla 5.0,i58-89-31-63.s41.a010.ap.plala.or.jp [ 58.89.31.63 ],,Mozilla/5.0 (Linux; Android 6.0.1; SH-01H Build/SC070) AppleWebKit/537.36 (KHTMLÅC like Gecko) Chrome/55.0.2883.91 Mobile Safari/537.36,,,
22:20:01,http://search.yahoo.co.jp/,Linux,Netscape 6.0,sp1-75-255-46.msb.spmode.ne.jp [ 1.75.255.46 ],,Mozilla/5.0 (Linux; Android 6.0.1; F-01J Build/V13R044A; wv) AppleWebKit/537.36 (KHTMLÅC like Gecko) Version/4.0 Chrome/53.0.2785.124 Mobile Safari/537.36 YJApp-ANDROID jp.co.yahoo.android.yjtop/3.3.3,,,
22:22:33,http://oooh.pro/seks-igrushki,Mozilla/4.0 (compatible; MSIE7.00; Windows 2002) (etc),Netscape 4.0,ptr.ruvds.com [ 195.133.48.150 ],,Mozilla/4.0 (compatible; MSIE7.00; Windows 2002),,,
22:23:29,https://www.google.co.jp/,Mozilla/5.0 (iPhone; CPU iPhone OS 10_2_1 like Mac OS X) AppleWebKit/602.4.6 (KHTMLÅC like Gecko) Version/10.0 Mobile/14D27 Safari/602.1 (etc),Netscape 6.0,57.132.218.133.dy.bbexcite.jp [ 133.218.132.57 ],,Mozilla/5.0 (iPhone; CPU iPhone OS 10_2_1 like Mac OS X) AppleWebKit/602.4.6 (KHTMLÅC like Gecko) Version/10.0 Mobile/14D27 Safari/602.1,,,
22:25:28,,Linux,Mozilla 5.0,sp1-72-4-222.msc.spmode.ne.jp [ 1.72.4.222 ],,Mozilla/5.0 (Linux; Android 4.4.4; d-01G Build/HuaweiMediaPad) AppleWebKit/537.36 (KHTMLÅC like Gecko) Chrome/55.0.2883.91 Safari/537.36,,,
22:25:35,http://mirrarus.ru/mirra.html,Mozilla/5.0 (compatible; MSIE3.00; Windows 2003) (etc),Netscape 6.0,ptr.5x00.com [ 193.124.131.168 ],,Mozilla/5.0 (compatible; MSIE3.00; Windows 2003),,,
22:26:27,,Linux,Mozilla 5.0,maruko-48-111.bb.avis.ne.jp [ 203.223.48.111 ],,Mozilla/5.0 (Linux; Android 4.4.2; ja-jp; 403SC Build/KOT49H) AppleWebKit/537.36 (KHTMLÅC like Gecko) Version/1.5 Chrome/28.0.1500.94 Safari/537.36,,,
